Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-873.2739	-1102.31	229.036	1.325824	6.776918	1.060417
6	-873.3839	-1102.517	229.1336	1.291334	6.434863	1.072794
12	-881.6918	-1110.608	228.9162	1.291334	6.896795	1.176555
18	-878.0365	-1107.354	229.318	1.029162	4.904309	1.460279
24	-883.9987	-1113.724	229.7249	1.331965	4.523469	0.9426211
30	-876.736	-1105.906	229.1698	1.358463	5.390322	1.208479
36	-879.7454	-1108.737	228.9915	1.358463	5.390322	1.354757
42	-889.7035	-1118.417	228.7139	1.10979	4.719349	1.873301
48	-878.1302	-1107.175	229.0446	1.445442	5.031906	1.320557
54	-890.1171	-1119.666	229.5484	1.273505	5.027449	1.031882
60	-887.8667	-1116.809	228.9424	0.8557126	4.945716	1.846177
66	-880.3829	-1108.728	228.3446	1.048506	6.598709	1.839968
72	-894.2566	-1122.267	228.0101	1.086166	5.166006	2.269742
78	-904.2878	-1132.252	227.9639	1.008543	5.636094	2.269742
84	-887.8959	-1116.999	229.1036	1.111798	4.302644	1.68943
90	-881.4927	-1110.674	229.1813	1.175134	4.349487	1.577117
96	-884.2034	-1113.473	229.27	1.012308	4.59047	1.577117
102	-878.6163	-1108.216	229.5997	1.232295	4.011056	1.296256
108	-872.9012	-1101.894	228.9931	1.471054	6.522399	1.016105
114	-876.1217	-1105.668	229.5463	1.370319	4.604019	1.058547
120	-896.0223	-1124.996	228.9741	1.1003	5.017894	1.638066
126	-894.6298	-1123.72	229.0898	1.312335	5.015895	1.393694
132	-885.8356	-1114.355	228.5195	1.068319	5.015895	1.975238
138	-882.7833	-1112.112	229.329	1.129584	5.495281	1.244145
144	-885.8497	-1115.145	229.2953	1.175727	5.420525	1.250025
150	-884.1336	-1113.303	229.1693	1.322068	5.16159	1.290472
156	-881.0708	-1110.059	228.9884	1.366031	5.435601	1.341788
162	-883.0322	-1112.355	229.3231	1.477576	4.731947	1.130426
168	-894.7288	-1123.609	228.8797	1.823846	6.75541	0.6374769
174	-896.7368	-1125.573	228.8365	1.885708	6.794238	0.4522459
180	-895.9796	-1124.89	228.9105	1.764265	6.794238	0.6796067
186	-902.3719	-1130.898	228.526	1.898947	8.265146	0.5638478
192	-903.992	-1133.207	229.215	1.860084	5.325239	0.5511028
198	-887.4657	-1116.81	229.3443	1.552986	5.810799	0.690215
204	-893.5521	-1122.224	228.672	1.285537	8.498894	1.118816
210	-905.1011	-1134.391	229.2903	1.231988	6.373469	0.9919263
216	-911.9886	-1140.175	228.1868	1.323971	7.567204	1.613573
222	-880.0408	-1109.295	229.2546	1.466486	4.361461	1.29394
228	-885.2858	-1114.169	228.8828	1.1025	7.617646	1.239385
234	-879.8303	-1109.233	229.4023	1.1025	5.244387	1.260895
240	-884.0267	-1112.736	228.7088	1.248746	7.627216	1.260895
246	-889.245	-1118.002	228.7569	1.17202	7.171942	1.358742
252	-887.6096	-1117.62	230.0102	1.166431	2.701851	1.429117
258	-897.6859	-1127.821	230.1351	1.198267	2.701851	1.30551
264	-897.7186	-1127.325	229.6063	1.250402	2.701851	1.665662
270	-891.7518	-1121.365	229.6128	1.110148	2.701851	1.760143
276	-880.4503	-1109.656	229.206	0.9686716	4.171662	1.747794
282	-884.5683	-1113.673	229.1047	0.9437798	4.139425	1.84255
288	-887.4725	-1116.458	228.9855	0.9619158	4.139425	1.911446
294	-889.3779	-1118.104	228.7264	1.232644	4.6862	1.786891
300	-884.0839	-1113.026	228.9422	1.311915	5.220026	1.464365
306	-886.5571	-1115.625	229.0682	1.312778	4.768261	1.464365
312	-893.1262	-1122.248	229.1223	1.152519	5.143844	1.464365
318	-901.5844	-1130.608	229.0238	0.8481449	4.17511	1.954469
324	-892.6672	-1121.188	228.5204	1.037946	5.235582	1.954469
330	-899.2747	-1128.65	229.3756	1.102707	5.621207	1.200074
336	-896.5647	-1125.371	228.8058	1.338569	4.779476	1.636622
342	-888.8228	-1118.058	229.2356	1.086877	4.19899	1.636622
348	-883.6552	-1112.399	228.7441	1.061855	4.931116	1.843604
354	-899.5531	-1128.518	228.9649	0.9760537	4.473813	1.843604
360	-904.765	-1133.818	229.0526	1.237585	5.230639	1.434616
366	-887.8184	-1116.733	228.9149	1.075759	6.440189	1.434616
372	-892.7904	-1122.15	229.3592	1.143412	4.491631	1.434616
378	-879.0201	-1108.459	229.4388	1.090451	4.405155	1.434616
384	-880.4266	-1110.219	229.7919	1.240636	4.327602	1.029001
390	-900.369	-1129.373	229.0035	1.349309	7.094844	1.003129
396	-897.8116	-1127.355	229.5439	1.423785	4.624326	1.003129
402	-878.6536	-1107.112	228.4582	1.601299	10.10306	0.6956433
408	-895.8757	-1124.234	228.3581	1.734809	10.10306	0.6271402
414	-896.3027	-1125.307	229.0043	1.583312	7.279047	0.6485715
420	-883.0833	-1111.629	228.5457	1.668883	9.206562	0.6781917
426	-893.5872	-1121.999	228.4117	1.821664	9.399261	0.516365
432	-891.1008	-1119.549	228.4484	1.709017	9.689594	0.6300119
438	-892.5549	-1121.412	228.8576	1.658746	6.717895	0.9169641
444	-895.9708	-1124.574	228.6029	1.725502	8.571648	0.6717156
450	-896.734	-1125.331	228.5966	1.758236	8.586943	0.6041934
456	-898.3633	-1126.841	228.4775	1.658889	9.785344	0.6431993
462	-894.7032	-1123.49	228.7873	1.533924	7.643836	0.9196515
468	-888.5815	-1117.863	229.2814	1.578086	5.657543	0.805641
474	-894.5054	-1124.005	229.4992	1.543566	4.600681	0.9326793
480	-883.78	-1112.673	228.893	1.330806	6.326942	1.270183
486	-888.4856	-1117.277	228.7911	1.431999	6.86285	1.169331
492	-895.9827	-1125.051	229.0682	1.461414	6.268182	1.008927
498	-892.9204	-1122.191	229.2701	1.367767	6.140408	0.9279852
504	-906.9843	-1135.904	228.9196	1.035662	4.312264	1.868267
510	-909.545	-1139.007	229.4623	1.408962	4.312264	1.180922
516	-892.696	-1122.234	229.5383	1.214204	4.487338	1.235696
522	-898.6352	-1128.376	229.7409	1.775109	3.811297	0.6186884
528	-881.4637	-1110.594	229.13	1.870491	5.614125	0.4552185
534	-882.3185	-1111.568	229.2497	1.601809	5.658571	0.8156335
540	-890.3243	-1119.714	229.3898	1.423014	5.422227	0.9322884
546	-896.0747	-1125.714	229.6395	1.571259	4.164676	0.8978092
552	-904.6919	-1134.433	229.7409	1.547701	4.521177	0.6072468
558	-899.2099	-1128.863	229.6531	1.439374	4.521177	0.904555
